route_id,service_id,trip_id,trip_headsign,block_id,shape_id
10-89,20141S-vs20141S-Weekday-27,2723023-20141S-vs20141S-Weekday-27,"10 - University via High St.",474442,100003
10-89,20141S-vs20141S-Weekday-27,2723024-20141S-vs20141S-Weekday-27,"10 - University via High St.",474446,100003
10-89,20141S-vs20141S-Weekday-27,2723025-20141S-vs20141S-Weekday-27,"10 - University via High St.",474446,100003
10-89,20141S-vs20141S-Weekday-27,2723026-20141S-vs20141S-Weekday-27,"10 - University via High St.",474446,100003
10-89,20141S-vs20141S-Weekday-27,2723027-20141S-vs20141S-Weekday-27,"10 - University via High St.",474442,100003
16-89,20141S-vs20141S-Weekday-27,2723028-20141S-vs20141S-Weekday-27,"16 - University via Laurel East",474442,160010
16-89,20141S-vs20141S-Weekday-27,2723030-20141S-vs20141S-Weekday-27,"16 - University via Laurel East",474443,160010
15-89,20141S-vs20141S-Weekday-27,2723031-20141S-vs20141S-Weekday-27,"15 - University via Laurel West",474443,150004
16-89,20141S-vs20141S-Weekday-27,2723033-20141S-vs20141S-Weekday-27,"16 - University via Laurel East",474485,160010
15-89,20141S-vs20141S-Weekday-27,2723037-20141S-vs20141S-Weekday-27,"15 - University via Laurel West",474446,150004
15-89,20141S-vs20141S-Weekday-27,2723038-20141S-vs20141S-Weekday-27,"15 - University via Laurel West",474446,150004
16-89,20141S-vs20141S-Weekday-27,2723039-20141S-vs20141S-Weekday-27,"16 - University via Laurel East",474446,160010
15-89,20141S-vs20141S-Weekday-27,2723040-20141S-vs20141S-Weekday-27,"15 - University via Laurel West",474446,150004
19-89,20141S-vs20141S-Weekday-27,2723041-20141S-vs20141S-Weekday-27,"19 - University via Lower Bay",474446,190011
19-89,20141S-vs20141S-Weekday-27,2723042-20141S-vs20141S-Weekday-27,"19 - University via Lower Bay",474446,190011
19-89,20141S-vs20141S-Weekday-27,2723043-20141S-vs20141S-Weekday-27,"19 - University via Lower Bay",474446,190011
91X-89,20141S-vs20141S-Weekday-27,2723050-20141S-vs20141S-Weekday-27,"91X - Commuter Express to Watsonville",474409,91X0010
69W-89,20141S-vs20141S-Weekday-27,2723051-20141S-vs20141S-Weekday-27,"69W - Cabrillo College - Watsonville TC",474414,69W0005
69W-89,20141S-vs20141S-Weekday-27,2723052-20141S-vs20141S-Weekday-27,"69W - Cabrillo College - Watsonville TC",474477,69W0005
91X-89,20141S-vs20141S-Weekday-27,2723053-20141S-vs20141S-Weekday-27,"91X - Commuter Express to Santa Cruz",474451,91X0012
69W-89,20141S-vs20141S-Weekday-27,2723054-20141S-vs20141S-Weekday-27,"69W - Cabrillo College - Watsonville TC",474405,69W0005
69W-89,20141S-vs20141S-Weekday-27,2723055-20141S-vs20141S-Weekday-27,"69W - Cabrillo College - Watsonville TC",474408,69W0005
17-89,20141S-vs20141S-Weekday-27,2723056-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474452,170016
17-89,20141S-vs20141S-Weekday-27,2723057-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474452,170030
17-89,20141S-vs20141S-Weekday-27,2723059-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474452,170016
17-89,20141S-vs20141S-Weekday-27,2723060-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474453,170016
17-89,20141S-vs20141S-Weekday-27,2723061-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474454,170016
17-89,20141S-vs20141S-Weekday-27,2723062-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474455,170030
17-89,20141S-vs20141S-Weekday-27,2723063-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474455,170017
17-89,20141S-vs20141S-Weekday-27,2723065-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474455,170016
17-89,20141S-vs20141S-Weekday-27,2723066-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474456,170017
17-89,20141S-vs20141S-Weekday-27,2723068-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474457,170028
17-89,20141S-vs20141S-Weekday-27,2723069-20141S-vs20141S-Weekday-27,"17 - San Jose",474457,170018
17-89,20141S-vs20141S-Weekday-27,2723070-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474457,170030
17-89,20141S-vs20141S-Weekday-27,2723071-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474457,170028
17-89,20141S-vs20141S-Weekday-27,2723072-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474457,170016
17-89,20141S-vs20141S-Weekday-27,2723075-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474457,170016
17-89,20141S-vs20141S-Weekday-27,2723076-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474458,170017
17-89,20141S-vs20141S-Weekday-27,2723077-20141S-vs20141S-Weekday-27,"17 - San Jose",474459,170018
17-89,20141S-vs20141S-Weekday-27,2723078-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474457,170016
17-89,20141S-vs20141S-Weekday-27,2723079-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474482,170030
17-89,20141S-vs20141S-Weekday-27,2723080-20141S-vs20141S-Weekday-27,"17 - San Jose",474482,170018
17-89,20141S-vs20141S-Weekday-27,2723082-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474482,170028
17-89,20141S-vs20141S-Weekday-27,2723083-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474482,170016
17-89,20141S-vs20141S-Weekday-27,2723084-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474482,170017
17-89,20141S-vs20141S-Weekday-27,2723087-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474482,170028
17-89,20141S-vs20141S-Weekday-27,2723088-20141S-vs20141S-Weekday-27,"17 - San Jose",474482,170018
17-89,20141S-vs20141S-Weekday-27,2723090-20141S-vs20141S-Weekday-27,"17 - Soquel Park & Ride",474457,170029
17-89,20141S-vs20141S-Weekday-27,2723092-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474482,170028
17-89,20141S-vs20141S-Weekday-27,2723093-20141S-vs20141S-Weekday-27,"17 - San Jose",474460,170018
17-89,20141S-vs20141S-Weekday-27,2723094-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474461,170017
17-89,20141S-vs20141S-Weekday-27,2723095-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474461,170030
17-89,20141S-vs20141S-Weekday-27,2723097-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474483,170016
17-89,20141S-vs20141S-Weekday-27,2723098-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474483,170028
17-89,20141S-vs20141S-Weekday-27,2723099-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474483,170016
17-89,20141S-vs20141S-Weekday-27,2723100-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474483,170028
17-89,20141S-vs20141S-Weekday-27,2723103-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474483,170028
17-89,20141S-vs20141S-Weekday-27,2723104-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474483,170019
17-89,20141S-vs20141S-Weekday-27,2723105-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474483,170028
17-89,20141S-vs20141S-Weekday-27,2723106-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474483,170016
17-89,20141S-vs20141S-Weekday-27,2723109-20141S-vs20141S-Weekday-27,"17 - San Jose",474486,170018
17-89,20141S-vs20141S-Weekday-27,2723110-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474486,170028
17-89,20141S-vs20141S-Weekday-27,2723111-20141S-vs20141S-Weekday-27,"17 - San Jose",474462,170018
17-89,20141S-vs20141S-Weekday-27,2723114-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro",474484,170031
17-89,20141S-vs20141S-Weekday-27,2723115-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474484,170019
17-89,20141S-vs20141S-Weekday-27,2723116-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474484,170028
17-89,20141S-vs20141S-Weekday-27-1111000,2723117-20141S-vs20141S-Weekday-27-1111000,"17 - Santa Cruz Metro via SVTC",474467,170028
17-89,20141S-vs20141S-Weekday-27,2723119-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474463,170028
17-89,20141S-vs20141S-Weekday-27,2723120-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474463,170016
17-89,20141S-vs20141S-Weekday-27-1111000,2723121-20141S-vs20141S-Weekday-27-1111000,"17 - Santa Cruz Metro via SVTC",474469,170028
17-89,20141S-vs20141S-Weekday-27-1111000,2723122-20141S-vs20141S-Weekday-27-1111000,"17 - Soquel Park & Ride",474471,170029
17-89,20141S-vs20141S-Weekday-27,2723123-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474465,170028
17-89,20141S-vs20141S-Weekday-27,2723124-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474465,170016
17-89,20141S-vs20141S-Weekday-27,2723126-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474484,170028
17-89,20141S-vs20141S-Weekday-27-1111000,2723127-20141S-vs20141S-Weekday-27-1111000,"17 - Santa Cruz Metro via SVTC",474473,170028
17-89,20141S-vs20141S-Weekday-27,2723128-20141S-vs20141S-Weekday-27,"17 - San Jose",474484,170018
17-89,20141S-vs20141S-Weekday-27,2723131-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474466,170028
17-89,20141S-vs20141S-Weekday-27,2723132-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474466,170019
17-89,20141S-vs20141S-Weekday-27,2723133-20141S-vs20141S-Weekday-27,"17 - San Jose via SVTC",474486,170016
17-89,20141S-vs20141S-Weekday-27,2723134-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474486,170028
17-89,20141S-vs20141S-Weekday-27-1111000,2723135-20141S-vs20141S-Weekday-27-1111000,"17 - Santa Cruz Metro via SVTC",474475,170028
17-89,20141S-vs20141S-Weekday-27,2723137-20141S-vs20141S-Weekday-27,"17 - San Jose",474487,170018
17-89,20141S-vs20141S-Weekday-27,2723138-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro",474487,170031
17-89,20141S-vs20141S-Weekday-27,2723140-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474487,170028
17-89,20141S-vs20141S-Weekday-27,2723141-20141S-vs20141S-Weekday-27,"17 - Santa Cruz Metro via SVTC",474464,170028
69W-89,20141S-vs20141S-Weekday-27,2723142-20141S-vs20141S-Weekday-27,"69W - Cabrillo College-Santa Cruz Metro",474408,69W0006
69W-89,20141S-vs20141S-Weekday-27,2723143-20141S-vs20141S-Weekday-27,"69W - Cabrillo College-Santa Cruz Metro",474477,69W0006
69W-89,20141S-vs20141S-Weekday-27,2723144-20141S-vs20141S-Weekday-27,"69W - Cabrillo College-Santa Cruz Metro",474392,69W0006
17-89,20141S-vs20141S-Weekday-27,2723341-20141S-vs20141S-Weekday-27,"17 - Soquel Park & Ride",474462,170029
06-89,20141S-vs20141S-Weekday-27,2723404-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474366,060001
06-89,20141S-vs20141S-Weekday-27,2723405-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474420,060001
06-89,20141S-vs20141S-Weekday-27,2723406-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474428,060001
06-89,20141S-vs20141S-Weekday-27,2723407-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474372,060001
06-89,20141S-vs20141S-Weekday-27,2723408-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474488,060001
06-89,20141S-vs20141S-Weekday-27,2723409-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474366,060001
06-89,20141S-vs20141S-Weekday-27,2723410-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474420,060001
06-89,20141S-vs20141S-Weekday-27,2723411-20141S-vs20141S-Weekday-27,"6 - Broadway - Frederick",474428,060001
71-89,20141S-vs20141S-Weekday-28,2723574-20141S-vs20141S-Weekday-28,"71 - Watsonville via Clifford",474606,710012
71-89,20141S-vs20141S-Weekday-28,2723575-20141S-vs20141S-Weekday-28,"71 - Watsonville via Clifford",474567,710012
71-89,20141S-vs20141S-Weekday-28,2723576-20141S-vs20141S-Weekday-28,"71 - Santa Cruz via Clifford",474567,710016
66N-89,20141S-vs20141S-Weekday-28,2723577-20141S-vs20141S-Weekday-28,"66N - Live Oak via 17th-Night",474586,66N0002
66N-89,20141S-vs20141S-Weekday-28,2723578-20141S-vs20141S-Weekday-28,"66N - Live Oak via 17th-Night",474586,66N0003
69A-89,20141S-vs20141S-Weekday-28,2723579-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474577,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723580-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474585,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723581-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474646,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723582-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474577,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723583-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474568,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723584-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474585,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723585-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474647,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723586-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474643,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723587-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474568,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723588-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474585,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723589-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474647,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723590-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Watsonville TC",474643,69A0005
69A-89,20141S-vs20141S-Weekday-28,2723591-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474585,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723592-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474559,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723593-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474562,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723594-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474571,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723595-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474580,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723596-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474559,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723597-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474562,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723598-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474571,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723599-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474580,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723600-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474559,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723601-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474562,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723602-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474571,69A0006
69A-89,20141S-vs20141S-Weekday-28,2723603-20141S-vs20141S-Weekday-28,"69A - Capitola Road - Santa Cruz Metro",474580,69A0006
69W-89,20141S-vs20141S-Weekday-28,2723604-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474571,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723605-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474577,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723606-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474585,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723607-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474646,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723608-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474577,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723609-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474568,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723610-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474585,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723611-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474647,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723612-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474643,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723613-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474568,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723614-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474585,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723615-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474647,69W0006
69W-89,20141S-vs20141S-Weekday-28,2723616-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474559,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723617-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474562,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723618-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474571,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723619-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474580,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723620-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474559,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723621-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474562,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723622-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474571,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723623-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474580,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723624-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474559,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723625-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474562,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723626-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474571,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723627-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474580,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723628-20141S-vs20141S-Weekday-28,"69W - Cabrillo College - Watsonville TC",474559,69W0005
69W-89,20141S-vs20141S-Weekday-28,2723629-20141S-vs20141S-Weekday-28,"69W - Cabrillo College-Santa Cruz Metro",474580,69W0006
71-89,20141S-vs20141S-Weekday-28,2723630-20141S-vs20141S-Weekday-28,"71 - Watsonville via Clifford",474573,710012
40-89,20141S-vs20141S-Weekday-28,2723631-20141S-vs20141S-Weekday-28,"40 - Davenport - North Coast Beaches",474572,400012
40-89,20141S-vs20141S-Weekday-28,2723632-20141S-vs20141S-Weekday-28,"40 - Davenport - North Coast Beaches",474603,400014
41-89,20141S-vs20141S-Weekday-28,2723633-20141S-vs20141S-Weekday-28,"41 - Bonny Doon",474558,410005
56-89,20141S-vs20141S-Weekday-28,2723634-20141S-vs20141S-Weekday-28,"56 - Cabrillo/La Selva Beach",474603,560003
56-89,20141S-vs20141S-Weekday-28,2723635-20141S-vs20141S-Weekday-28,"56 - Cabrillo/La Selva Beach",474594,560003
41-89,20141S-vs20141S-Weekday-28,2723636-20141S-vs20141S-Weekday-28,"41 - Bonny Doon",474644,410006
10-89,20141S-vs20141S-Weekday-28,2723637-20141S-vs20141S-Weekday-28,"10 - University via High St.",474568,100003
10-89,20141S-vs20141S-Weekday-28,2723638-20141S-vs20141S-Weekday-28,"10 - University via High St.",474568,100003
10-89,20141S-vs20141S-Weekday-28,2723639-20141S-vs20141S-Weekday-28,"10 - University via High St.",474573,100003
16-89,20141S-vs20141S-Weekday-28,2723640-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
16-89,20141S-vs20141S-Weekday-28,2723641-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
16-89,20141S-vs20141S-Weekday-28,2723642-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
10-89,20141S-vs20141S-Weekday-28,2723643-20141S-vs20141S-Weekday-28,"10 - University via High St.",474568,100003
16-89,20141S-vs20141S-Weekday-28,2723644-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
10-89,20141S-vs20141S-Weekday-28,2723645-20141S-vs20141S-Weekday-28,"10 - University via High St.",474585,100003
16-89,20141S-vs20141S-Weekday-28,2723646-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
10-89,20141S-vs20141S-Weekday-28,2723647-20141S-vs20141S-Weekday-28,"10 - University via High St.",474647,100003
16-89,20141S-vs20141S-Weekday-28,2723648-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
16-89,20141S-vs20141S-Weekday-28,2723649-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
16-89,20141S-vs20141S-Weekday-28,2723650-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
16-89,20141S-vs20141S-Weekday-28,2723651-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
16-89,20141S-vs20141S-Weekday-28,2723652-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
16-89,20141S-vs20141S-Weekday-28,2723653-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
16-89,20141S-vs20141S-Weekday-28,2723654-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
10-89,20141S-vs20141S-Weekday-28,2723655-20141S-vs20141S-Weekday-28,"10 - University via High St.",474643,100003
16-89,20141S-vs20141S-Weekday-28,2723656-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
16-89,20141S-vs20141S-Weekday-28,2723657-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
19-89,20141S-vs20141S-Weekday-28,2723658-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
16-89,20141S-vs20141S-Weekday-28,2723659-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
19-89,20141S-vs20141S-Weekday-28,2723660-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
19-89,20141S-vs20141S-Weekday-28,2723661-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
19-89,20141S-vs20141S-Weekday-28,2723662-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
19-89,20141S-vs20141S-Weekday-28,2723663-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
19-89,20141S-vs20141S-Weekday-28,2723664-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
10-89,20141S-vs20141S-Weekday-28,2723665-20141S-vs20141S-Weekday-28,"10 - University via High St.",474568,100003
16-89,20141S-vs20141S-Weekday-28,2723666-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
19-89,20141S-vs20141S-Weekday-28,2723667-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723668-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723669-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723670-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723671-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723672-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474580,190011
19-89,20141S-vs20141S-Weekday-28,2723673-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
19-89,20141S-vs20141S-Weekday-28,2723674-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
20-89,20141S-vs20141S-Weekday-28,2723675-20141S-vs20141S-Weekday-28,"20 - University via Westside",474562,200013
20-89,20141S-vs20141S-Weekday-28,2723676-20141S-vs20141S-Weekday-28,"20 - University via Westside",474559,200017
20-89,20141S-vs20141S-Weekday-28,2723677-20141S-vs20141S-Weekday-28,"20 - University via Westside",474580,200013
20-89,20141S-vs20141S-Weekday-28,2723678-20141S-vs20141S-Weekday-28,"20 - University via Westside",474571,200013
20-89,20141S-vs20141S-Weekday-28,2723679-20141S-vs20141S-Weekday-28,"20 - University via Westside",474574,200018
20-89,20141S-vs20141S-Weekday-28,2723680-20141S-vs20141S-Weekday-28,"20 - University via Westside",474562,200013
20-89,20141S-vs20141S-Weekday-28,2723681-20141S-vs20141S-Weekday-28,"20 - University via Westside",474559,200013
20-89,20141S-vs20141S-Weekday-28,2723682-20141S-vs20141S-Weekday-28,"20 - University via Westside",474580,200017
19-89,20141S-vs20141S-Weekday-28,2723683-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
16-89,20141S-vs20141S-Weekday-28,2723684-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
20-89,20141S-vs20141S-Weekday-28,2723685-20141S-vs20141S-Weekday-28,"20 - University via Westside",474571,200013
19-89,20141S-vs20141S-Weekday-28,2723686-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474574,190011
10-89,20141S-vs20141S-Weekday-28,2723687-20141S-vs20141S-Weekday-28,"10 - University via High St.",474585,100003
16-89,20141S-vs20141S-Weekday-28,2723688-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474573,160009
19-89,20141S-vs20141S-Weekday-28,2723689-20141S-vs20141S-Weekday-28,"19 - University via Lower Bay",474564,190011
16-89,20141S-vs20141S-Weekday-28,2723690-20141S-vs20141S-Weekday-28,"16 - University via Laurel East",474593,160009
20-89,20141S-vs20141S-Weekday-28,2723691-20141S-vs20141S-Weekday-28,"20 - University via Westside",474580,200017
